Bezahlen mit;Typ;Restaurant;Adresse;PLZ;Ort;Kanton;Telefon;Website
;;Stocker;Weinbergstrasse 93;8006;Zürich;ZH;044 362 02 02;www.gipfeli.ch
;;Stocker;Stadelhoferstrasse 22;8001;Zürich;ZH;044 261 26 63;www.gipfeli.ch
;;Stocker;Forchstrasse 2;8008;Zürich;ZH;044 383 49 96;www.gipfeli.ch
;;Stocker Seilbahn Rigiblick;Universitätstrasse 115;8006;Zürich;ZH;044 362 00 22;www.gipfeli.ch
;;Stoller;Badenerstrasse 357;8003;Zürich;ZH;044 405 47 47;www.stoller.ch
;;Stopover;Flughafen;8058;Zürich-Flughafen;ZH;;http://stopover.sv-group.ch
;;Storchen;Gemeindehausstr. 8;8542;Wiesendangen;ZH;+41523372613;www.gasthof-storchen.ch
;;Storchen Bistro;Marktgasse 34;8180;Bülach;ZH;044 557 67 90;
;;Story Pub;In der Fadmatt 1;8902;Urdorf;ZH;+41447345724;
;;Strada;Giacomettistrasse 15;3006;Bern;BE;+41313529424;www.strada-bern.ch
;;Strada 4058;Grenzacherstrasse 97;4058;Basel;BS;061 681 42 09;www.rhyschaenzli.ch/strada
;;Strandbad;Seestrasse 246;8700;Küsnacht ZH;ZH;044 910 95 64;www.badibeizli.ch
;;Strandbad Oberrieden;Seestrasse 47;8942;Oberrieden;ZH;044 720 44 83;www.abreise.ch
;;Strandbad Sonnenfeld;Ziegelhüttenweg 1;8708;Männedorf;ZH;044 920 53 43;franzl.ch
;;Strauss;Straussweg 8;6344;Meierskappel;LU;+41417901165;www.landgasthaus-strauss.ch
;;Strauss;Stadthausstrasse 8;8400;Winterthur;ZH;052 212 29 70;www.strauss-winterthur.ch
;;Street Food;;1215;Genève 15 Aéroport;GE;;
;;Streetfood-Crepes;;;;;079 446 46 51;
;;Streuli;Auf dem Hummel 2;4059;Basel;BS;+41614218987;www.cafe-streuli.ch
;;Streuli;Therwilerstrasse 8;4103;Bottmingen;BL;061 423 02 92;www.cafe-streuli.ch
;;Strick;Grüningerstrasse 118;8626;Ottikon;ZH;+41449361000;www.wirtschaftzumstrick.ch
;;Stricker's;Strickerstrasse 8;8400;Winterthur;ZH;052 213 69 69;www.restaurant-strickers.ch
;;Stripped Pizza;Unterer Graben 1;9000;St. Gallen;SG;071 553 15 94;www.stripped-pizza.com
;;Stripped Pizza;Talacker 41;8001;Zürich;ZH;044 554 85 23;www.stripped-pizza.com
;;Stripped Pizza;Aeschenvorstadt 55;4055;Basel;BS;;www.stripped-pizza.com
;;Stripped Pizza;Claraplatz 2-3;4058;Basel;BS;;www.stripped-pizza.com
;;Stripped Pizza;Seefeldstrasse 88;8008;Zürich;ZH;044 382 98 55;www.stripped-pizza.com
;;Strozzi's Trattoria & Chuchi;Seestrasse 157;8704;Herrliberg;ZH;044 915 43 43;www.strozzis.ch
;;Stubä;Brauerstrasse 42;8004;Zürich;ZH;+41442914242;www.stube.me
;;Studer's;Hardstrasse 316;8005;Zürich;ZH;+41444200420;www.studers-restaurant.ch
;;Stürmeierhuus;Freiestrasse 14;8952;Schlieren;ZH;044 730 09 09;www.stuermeierhuus.ch
;;STVA Winterthur;Taggenbergstrasse 1;8404;Winterthur;ZH;052 233 83 80;
;;Suan Long;Langstrasse 11;8004;Zürich;ZH;044 242 11 68;www.suan-long.ch
;;Suan Long;Talstrasse 83;8001;Zürich;ZH;;www.suan-long.ch
;;Suan Long;Schaffhauserstrasse 70;8152;Glattbrugg;ZH;044 810 29 80;www.suanlong1.ch
;;Suan Long;Tessinerplatz 12;8002;Zürich;ZH;+41442020933;www.suan-long.ch
;;Suan Long;Seestrasse 112;8820;Wädenswil;ZH;;www.suan-long.ch
;;Suan Long;Bahnhofstrasse 182;8620;Wetzikon ZH;ZH;044 382 05 05;suanlong1.ch
;;Suan Long;Neugasse 13;6300;Zug;ZG;+41417106868;
;;Suan Long;Poststrasse 13;8610;Uster;ZH;+41449942888;
;;Suan Long;Selnaustrasse 32;8001;Zürich;ZH;+41442428868;www.suan-long.ch
;;Suan Long;Bahnhofplatz 5;8400;Winterthur;ZH;+41522021971;
;;Suan Long;Niederdorfstrasse 45;8001;Zürich;ZH;044 261 05 39;www.suan-long.ch
;;Suan Long Shopville;Hauptbahnhof, Bahnhofpassage Shop-Ville;8001;Zürich;ZH;044 222 28 28;www.suan-long.ch
;;Subito;Konradstrasse 6;8005;Zürich;ZH;+41442715090;www.restaurant-subito.ch
;;Subway;Collègegasse 8;2502;Biel;BE;032 322 55 17;www.subway-sandwiches.ch
;;Subway;Ohmstrasse 21;8050;Zürich;ZH;076 368 42 84;
;;Subway;Schwandelstrasse 2;8800;Thalwil;ZH;044 772 15 15;www.subway-sandwiches.ch
;;Subway;Oberer Graben 16;9000;St. Gallen;SG;071 508 28 24;www.subway-sandwiches.ch
;;Subway;Zürichstrasse 5;6004;Luzern;LU;041 500 46 97;www.subway-sandwiches.ch
;;Subway;Centralbahnplatz 6;4051;Basel;BS;061 271 17 90;www.subway-sandwiches.ch
;;Subway;Industriestrasse 31;8305;Dietlikon;ZH;079 667 12 51;www.subway-sandwiches.ch
;;Subway;Hofwisenstrasse 40 A;8153;Rümlang;ZH;+41445587593;www.subway-sandwiches.ch
;;Subway;Hochbergerstrasse 70;4057;Basel;BS;061 631 34 72;www.subway-sandwiches.ch
;;Subway;Riedstrasse 6;8953;Dietikon;ZH;;www.subway-sandwiches.ch
;;Subway;Weite Gasse 2;5400;Baden;AG;+41562104135;www.subway-sandwiches.ch
;;Subway;Stauffacherstrasse 101;8004;Zürich;ZH;+41435396570;www.subway-sandwiches.ch
;;Subway;Wilerstrasse 82;9200;Gossau SG;SG;071 383 93 33;www.subway-sandwiches.ch
;;Subway;Tardisstrasse 22;7302;Landquart;GR;081 322 19 19;www.subway-sandwiches.ch
;;Subway;Mühlemattstrasse 11;4104;Oberwil BL;BL;061 401 17 17;www.subway-sandwiches.ch
;;Subway;Industriestrasse 22;8604;Volketswil;ZH;044 508 08 06;www.subway-sandwiches.ch
;;Subway;Seetalplatz 1;6020;Emmenbrücke;LU;041 260 81 81;www.subway-sandwiches.ch
;;Subway;Klosterzelgstrasse 1A;5210;Windisch;AG;056 450 93 89;www.subway-sandwiches.ch
;;Subway;Landstrasse 117;9490;Vaduz;;00423 373 99 99;www.subway-sandwiches.ch
;;Subway;Industriestrasse 10;3322;Urtenen-Schönbühl;BE;031 852 10 10;www.subway-sandwiches.ch
;;Subway;Sihlstrasse 99;8001;Zürich;ZH;+41435407246;www.subway-restaurants.ch
;;Subway;Neumarkt 17;8400;Winterthur;ZH;;www.subway-sandwiches.ch
;;Subway;Dornacherstrasse 28a;4500;Solothurn;SO;+41326227676;www.subway-sandwiches.ch
;;Subway;St. Jakobs-Strasse 397;4052;Basel;BS;061 311 48 44;www.subway-sandwiches.ch
;;Subway;Breitestrasse 2;9532;Rickenbach b. Wil;SG;071 508 09 01;www.subway-sandwiches.ch
;;Subway;Fischmarkt 10;4051;Basel;BS;+41612638585;www.subway-sandwiches.ch
;;Subway;Hohlstrasse 556;8048;Zürich;ZH;044 431 08 42;www.subway-sandwiches.ch
;;Subway;Zentralstrasse 59;5610;Wohlen AG;AG;056 610 68 00;www.subway-sandwiches.ch
;;Subway Europaplatz;Europaplatz 1;3008;Bern;BE;031 382 50 00;www.subway-sandwiches.ch
;;SUC + Juice Bars;Hochbergerstrasse 70;4057;Basel;BS;061 631 84 44;www.sucjuicebars.ch
;;SUC + Juice Bars;Bahnhof Oerlikon;8050;Zürich;ZH;;www.sucjuicebars.ch
;;SUC + Juice Bars;Emmencenter, Stauffacherstrasse 1;6020;Emmenbrücke;LU;041 710 40 04;www.sucjuicebars.ch
;;SUC + Juice Bars;Zugerstrasse 34, Mall of Switzerland;6030;Ebikon;LU;041 440 31 59;www.sucjuicebars.ch
;;SUC + Juice Bars;Schanzenstrasse 5, Welle 7;3008;Bern;BE;;www.sucjuicebars.ch
;;SUC + Juice Bars;Archplatz 2;8400;Winterthur;ZH;052 202 62 86;www.sucjuicebars.ch
;;SUC + Juice Bars;Shoppingcenter St. Jakob Park, St. Jakobs-Strasse 397;4052;Basel;BS;061 631 84 46;www.sucjuicebars.ch
;;SUC + Juice Bars;Baarerstrasse 20;6300;Zug;ZG;+41 41 710 40 04;www.sucjuicebars.ch
;;SUD;Avenue du Théâtre 1;1005;Lausanne;VD;021 320 83 83;www.sud-gourmand.ch
;;Süder;Weissensteinstrasse 61;3007;Bern;BE;+41313715767;www.restaurant-sueder.ch
;;Suissetec;Wiznauerstrasse 39;4654;Lostorf;SO;062 285 70 84;https://zfv.ch/de/microsites/suissetec-restaurant
;;Suite;Rue du Petit-Chêne 28;1003;Lausanne;VD;021 320 60 30;www.lasuite.ch
;;Sukho Thai;Bachlettenstrasse 19;4054;Basel;BS;061 283 20 20;www.thairestaurant.ch
;;Sukhothai;Le Bourg 1;2042;Valangin;NE;032 857 15 73;www.sukhothai-neuchatel.ch
;;Suki Chokchai;Dornacherstrasse 195;4053;Basel;BS;+41613316098;www.suki-chokchai.ch
;;Sultan;Centre Coop Léman/Ch. Saugy 1;1023;Crissier;VD;021 635 32 35;
;;Sultan;Rue de Gibraltar 1;2000;Neuchâtel;NE;032 721 35 08;www.sultanindian.ch
;;Sultan Kebab;Rue Caroline 6;1003;Lausanne;VD;021 311 89 09;
;;Sultan Sofrasi;Wehntalerstrasse 280;8046;Zürich;ZH;043 538 17 83;
;;Summertimme;Schifflände;5000;Aarau;AG;;
;;Sunan;Worbstrasse 223;3073;Gümligen;BE;031 954 27 35;www.sunan-thai.ch
;;Sunne;Affolternstrasse 26-28;8105;Regensdorf;ZH;079 431 42 65;
;;Sunneberg;Weggengasse 1;8335;Hittnau;ZH;044 950 10 48;www.pizzeria-sunneberg.ch
;;Sunneberg;Bahnhaldenstrasse 32;8052;Zürich;ZH;+41442669797;
;;Sunshine Hill;Bergstrasse 202;8712;Stäfa;ZH;+41449200202;www.sunshinehill.ch
;;Suppebar zum Suppechasper;Duggingerstrasse 20;4153;Reinach BL;BL;+41617115243;
;;Suppelade;Neugasse 63;8005;Zürich;ZH;078 617 18 09;https://suppelade.ch/
;;Sushi Dai;Rathausgasse 57;3011;Bern;BE;031 311 08 36;www.sushidai.ch
;;Sushi Haiku;Grand-Rue 20;1260;Nyon;VD;022 361 12 12;www.sushihaiku.ch
;;Sushi Haiku;Route Cantonale 97A;1025;St-Sulpice VD;VD;021 312 20 72;www.sushihaiku.ch
;;Sushi Shop;Bd Georges-Favon 6;1204;Genève;GE;0900 826 826;mysushishop.ch
;;Sushi Shop;Rue du Vieux-Collège 10;1204;Genève;GE;0900 826 826;www.mysushishop.ch
;;Sushi Shop;Rue de la Morâche 1;1260;Nyon;GE;079 904 82 53;https://www.mysushishop.ch/
;;Sushi Shop;Uraniastrasse 40;8001;Zürich;ZH;0900 826 826;www.mysushishop.ch
;;Sushi Train;Rue Neuve-du-Molard 21;1204;Genève;GE;022 310 27 27;www.sushitrain.ch
;;Sushi Zen;Via San Gottardo 34, Manor Warenhaus Vezia;6943;Vezia;TI;091 797 45 50;www.sushizen.ch
;;Sushi Zen;Rue Cornavin 6, Manor Warenhaus Genève;1211;Genève;GE;;www.sushizen.ch
;;Sushi Zen;Av. Général Guisan 1, Manor Warenhaus Vevey;1800;Vevey;VD;021 922 05 87;www.sushizen.ch
;;Sushi Zen (Manor);Rue Pichard 3, Manor Warenhaus Lausanne;1002;Lausanne;VD;;www.sushizen.ch
;;Sushi Zen Delivery;Avenue des Boveresses 56;1010;Lausanne;VD;021 651 05 65;www.sushizen.ch
;;Sushi Zen Epalinges;Route de la Croix-Blanche 42;1066;Epalinges;VD;021 784 10 00;www.sushizen.ch
;;Sushi Zen EPFL;Route Cantonale, EPFL;1024;Ecublens VD;VD;021 693 85 00;www.sushizen.ch
;;Sushi Zen Etraz;Rue Etraz 1;1003;Lausanne;VD;021 311 11 12;www.sushizen.ch
;;Sushi Zen FLON;Place de l'Europe 5;1003;Lausanne;VD;021 312 21 03;www.sushizen.ch
;;Sushi Zen Morges;Rue Louis de Savoie 59;1110;Morges;VD;021 801 72 89;www.sushizen.ch
;;Sushi Zen Nyon;Rue de la Môrache 6, CC de la Combe;1260;Nyon;VD;022 362 07 38;www.sushizen.ch
;;Sushiman;Rue du Port-Franc 20;1003;Lausanne;VD;021 543 06 73;www.sushiman.ch
;;Sushiman;Rue de la Grotte 8;1003;Lausanne;VD;021 311 69 71;www.sushiman.ch
;;Sushiman;Avenue de Cour 69;1007;Lausanne;VD;021 601 85 01;www.sushiman.ch
;;Sushiman;Rue du Petit-Chêne 27;1003;Lausanne;VD;021 311 19 61;www.sushiman.ch
;;Sushitime Vésenaz;Route d'Hermance 4;1222;Vésenaz;GE;022 566 12 41;www.sushitime.ch
;;Sushiwok;Rue Pierre-Fatio 13;1204;Genève;GE;+41223094040;
;;Suter's Back & Snack;Luzernerstrasse 4;6247;Schötz;LU;041 980 23 16;www.suter-beck.ch
;;Suter's Frederic;Luzernerstrasse 35;6208;Oberkirch LU;LU;041 920 46 86;www.suter-beck.ch
;;Suter's Grand Café;Bernstrasse 1;4665;Oftringen;AG;062 791 35 15;www.suter-beck.ch
;;Suter's Meile;Kasimir-Pfyffer-Strasse 1;6003;Luzern;LU;041 240 15 30;www.suter-beck.ch
;;Suter's Petit Café;Chrüzhof;6130;Willisau;LU;041 970 04 36;www.suter-beck.ch
;;Suter's Stadt Café;Marktgasse 24;4900;Langenthal;BE;062 922 17 06;www.suter-beck.ch
;;Sutter Begg;Rauracherstrasse 33/35;4125;Riehen;BL;;www.sutterbegg.ch
;;Sutter Begg;Hauptstrasse 38;4144;Arlesheim;BS;;www.sutterbegg.ch
;;Sutter Begg;Amtshausstrasse 4;4143;Dornach;BL;;www.sutterbegg.ch
;;Sutter Begg;Grellingerstrasse 44;4052;Basel;BS;;www.sutterbegg.ch
;;Sutter Begg;Webergässchen 5;4125;Riehen;BL;;www.sutterbegg.ch
;;Sutter Begg;Lehenmattstrasse 260;4052;Basel;BS;;www.sutterbegg.ch
;;Sutter Begg;Rosentalstrasse 28;4058;Basel;BS;;www.sutterbegg.ch
;;Sutter Begg;Streitgasse 8;4051;Basel;BS;;www.sutterbegg.ch
;;Sutter Begg;Bahnhofplatz 1;4133;Pratteln;BL;061 823 72 45;www.sutterbegg.ch
;;Sutter Begg;Rebgasse 52;4058;Basel;BS;;www.sutterbegg.ch
;;Sutter Begg;Aeschenvorstadt 6;4051;Basel;BS;;www.sutterbegg.ch
;;Sutter Begg;Spalenvorstadt 3;4051;Basel;BS;061 261 73 33;www.sutterbegg.ch
;;Sutter Begg;Greifengasse 8;4058;Basel;BS;;www.sutterbegg.ch
;;Sutter Begg;Flughafenstrasse 67;4056;Basel;BS;;www.sutterbegg.ch
;;Sutter Begg;Eisengasse 15;4051;Basel;BS;;www.sutterbegg.ch
;;Sutter Begg;Marktplatz;4051;Basel;BS;;www.sutterbegg.ch
;;Sutter Begg;Güterstrasse 204;4053;Basel;BS;;www.sutterbegg.ch
;;Sutter Begg;Hauptstrasse 67;4102;Binningen;BL;;www.sutterbegg.ch
;;Sutter Begg;St. Alban-Ring 211;4052;Basel;BS;;www.sutterbegg.ch
;;Sutter Begg;Reiterstrasse 53;4054;Basel;BS;;www.sutterbegg.ch
;;Sutter Begg;Bahnhofstrasse 21;4106;Therwil;BL;;www.sutterbegg.ch
;;Sutter Begg;Güterstrasse 250;4051;Basel;BS;061 685 96 96;www.sutterbegg.ch
;;Sutter Begg;Hochbergstrasse 68;4057;Basel;BS;;www.sutterbegg.ch
;;Sutter Begg;Hauptstrasse 41;4104;Oberwil BL;BL;;www.sutterbegg.ch
;;Sutter Begg;Baslerstrasse 310;4123;Allschwil;BL;;www.sutterbegg.ch
;;Sutter Begg;Centralbahnstrasse 10;4051;Basel;BS;;www.sutterbegg.ch
;;Suurstoffi;Suurstoffi 14;6343;Rotkreuz;ZG;041 763 70 20;
;;Suvarnabhumi;Molkereistrasse 16;8645;Jona;SG;055 210 66 66;www.suvarnabhumi.ch
;;Suwannaphum;Zürcherstrasse 31;8952;Schlieren;ZH;044 555 82 99;www.suwannaphum.ch
;;Svizzeria im Sternen Rotenstein;Haldenstrasse 6;8340;Hinwil;ZH;044 937 32 00;
;;Svizzero;Via Carlo Scacchi 13;6825;Capolago;TI;091 648 19 75;www.albergoristorantesvizzero.com
;;Svizzero;Largo Zorzi 18;6600;Locarno;TI;091 751 28 71;www.ristorantesvizzero.ch
;;Swaad;Uetlibergstrasse 166;8045;Zürich;ZH;+41433331315;www.swaad.ch
;;Sweet Basil;Bäckerstrasse 19;8004;Zürich;ZH;+41442403355;www.sweet-basil.ch
;;Sweet Chili;Freihofstrasse 1;8048;Zürich;ZH;044 493 09 49;www.sweetchili.ch
;;SWIPF;;;;;071 999 01 55;www.swipf.ch
;;Swiss Bistro (Ibis);Avenue Louis-Casaï 28;1216;Cointrin;GE;022 710 46 26;
;;Swiss Châlet;Route de l'Aéroport;1215;Genève 15 Aéroport;GE;;www.swisscanonica.com
;;Swiss Chocolate;Route de l'Aéroport;1215;Genève 15 Aéroport;GE;;www.swisscanonica.com
;;Swiss Chocolate;Route de l'Aéroport;1215;Genève 15 Aéroport;GE;;www.swisscanonica.com
;;Swiss Chocolate;Route de l'Aéroport;1215;Genève 15 Aéroport;GE;;www.swisscanonica.com
;;Swiss Chuchi;Rosengasse 10;8001;Zürich;ZH;044 266 96 96;www.hotel-adler.ch
;;Swiss-Chalet Chalet Bar;Luzernerstrasse 204;6402;Merlischachen;SZ;041 854 54 54;www.swiss-chalet.ch
;;Swiss-Chalet Restaurant;Luzernerstrasse 204;6402;Merlischachen;SZ;041 854 54 54;www.swiss-chalet.ch
;;Swissgrid;Werkstrasse 12;5080;Laufenburg;AG;062 874 50 59;
;;Swisshallal;Avenue Louis Ruchonnet 9;1003;Lausanne;VD;021 312 10 14;www.swisshallal.ch
;;Swisskos;Rue de l'Hôtel-de-Ville 50;2300;La Chaux-de-Fonds;NE;;
;;Swissôtel;Schulstrasse 44;8050;Zürich;ZH;+41443173172;www.swissotel.com
;;Sydney Grill;Moosacherstrasse 5;8804;Au ZH;ZH;;www.sydneygrill.com
;;SZ Ausstellungsstrasse;Ausstellungsstrasse 88;8005;Zürich;ZH;;
;;s'Zäni;Bodenackerstrasse 10;4226;Breitenbach;SO;061 789 92 10;www.zäni.ch
;;Szenario;Spinnereistrasse 2;8135;Langnau am Albis;ZH;044 713 17 11;www.szenario-restaurant.ch
;;Taco Rico;3, Rue de Berne;1201;Genève;GE;022 900 22 41;www.tacorico.ch
;;Tadka;Quellenstrasse 49;8005;Zürich;ZH;044 578 06 41;www.tadka.ch
;;Taggenberg;Taggenbergstrasse 79;8404;Winterthur;ZH;+41522220522;www.restaurant-taggenberg.ch
;;Tagliatelle;Mühlegasse 17;8001;Zürich;ZH;+41442684800;www.scheuble.ch
;;Tai Ming;Löwengasse 1;8810;Horgen;ZH;+41447254056;
;;Tai Pan;Av. Général Guisan 52;1180;Rolle;VD;+44218251066;www.taipan-restaurant.ch
;;Taj Palace;Hönggerstr. 25;8037;Zürich;ZH;044 271 67 20;www.taj-palace.ch
;;Takano City;Löwenstrasse 29;8001;Zürich;ZH;+41444632228;www.takano.ch
;;Takasan;Avenue du Théâtre 7;1005;Lausanne;VD;021 323 74 84;
;;Take Away My Way Spitalgass-Passage;Spitalgass-Passage 16;3011;Bern;BE;;
;;Take away Rathaus;Rathausbrücke 1;8001;Zürich;ZH;044 211 03 14;
;;Take Easy;Stampfenbachstrasse 63;8006;Zürich;ZH;079 903 93 10;www.takeeasy.ch
;;Takeout-Corner;Zwinglistrasse 3;8004;Zürich;ZH;044 241 80 11;
;;Takumi;Rue de Candolle 2;1205;Genève;GE;+41223212525;www.restaurant-takumi.ch
;;Tam Nan Siam;Badenerstrasse 811;8048;Zürich;ZH;043 811 77 00;
;;Tamarind Hill;Schaffhauserstrasse 306;8050;Zürich;ZH;043 535 25 95;www.tamarindhill.ch
;;Tambour Major;Route de Saint-Julien 187;1228;Plan-les-Ouates;GE;022 771 10 63;
;;Tamina (ZFV);Am Platz 3;7310;Bad Ragaz;SG;+41813037171;www.hoteltamina.ch
;;Tandem;Grossfeldstrasse 42;7320;Sargans;SG;+41817230103;www.restaurant-tandem.ch
;;Tandem Restaurant, Bar & Jardin;Quai de la Veveyse 8;1800;Vevey;VD;021 552 30 21;www.tandemvevey.ch
;;Tandoor;Schützenstrasse 43;8400;Winterthur;ZH;052 222 85 76;www.restaurant-tandoor.ch
;;Tandoor Haus;Seebacherstrasse 77;8052;Zürich;ZH;043 299 94 40;www.tandoorhaus.com
;;Tandoori BBQ;Seefeldstrasse 96;8008;Zürich;ZH;044 202 00 21;www.tandoori-bbq.ch
;;Tango;Piazza Riforma;6900;Lugano;TI;091 922 27 01;www.tango-ti.ch
;;Tanne;Dorfstrasse 16;8494;Bauma;ZH;052 386 39 44;zurtannebauma.ch
;;Tanne;Hauptstrasse 94;4417;Ziefen;BL;061 931 18 58;www.tannepizza.ch
;;Tanne;Dorfstrasse 24;8310;Grafstal;ZH;052 345 11 34;www.restauranttanne.ch
;;Tannenbar;Tannen-/Universitätsstrasse, ETH Zürich;8092;Zürich ETH-Zentrum;ZH;044 632 62 55;
;;Tanner;Schaffhauserstrasse 427;8050;Zürich;ZH;;
;;tant pis;Konradstrasse 73;8005;Zürich;ZH;044 271 12 41;www.tantpis.ch
;;Tao Tao;Worbstrasse 162;3073;Gümligen;BE;+41319526463;www.taotao.ch
;;Tao Yuan;Rue de la Clergère 2;1800;Vevey;VD;021 921 20 33;www.restaurant-chinois-tao-yuan.ch
;;Tapadera im Krug;Innere Margarethenstrasse 28;4051;Basel;BS;+41612815511;www.tapadera.ch
;;Tapas & Friends;Aemtlerstrasse 86;8003;Zürich;ZH;044 542 89 99;www.tapasandfriends.ch
;;Tapas del Mar - Spalenburg;Schnabelgasse 2;4051;Basel;BS;+41612619934;www.spalenburg.tapasdelmar.com
;;Taqueria;Altstetterstrasse 140 A;8048;Zürich;ZH;043 321 50 50;www.lataqueria.ch
;;TARAS;Rotrainstrasse 1;5445;Eggenwil;AG;056 556 23 88;www.taras.ch
;;Tartares & Co.;Henri Dunand 9;1205;Genève;GE;022 808 07 67;www.tartaresandco.ch
;;Tartares and Co;Boulevard James-Fazy 10;1201;Genève;GE;022 732 09 09;www.tartaresandco.ch
;;Tartufo;Lavaterstrasse 87;8002;Zürich;ZH;+41442011613;www.iltartufo-zuerich.ch
;;Taste of India;Seestrasse 200;8810;Horgen;ZH;+41764926866;
;;Taste of Paradise;Rautistrasse 331;8048;Zürich;ZH;+41442104848;www.tasteofparadise.ch
;;Tasteria AOZ;Robert Maillart-Strasse 12;8052;Zürich;ZH;043 288 34 17;www.aoz.ch/tasteria
;;tastier.ch;Aemtlerstrasse 16;8003;Zürich;ZH;076 76 444 68;www.tastier.ch
;;Tasty;Badenerstrasse 740;8048;Zürich;ZH;+41438117493;
;;Tasty City;Vorstadt 13;8200;Schaffhausen;SH;052 625 92 92;
;;Taubenried;Flughafen;8058;Zürich-Flughafen;ZH;;
;;Taverna;Badenerstrasse 663;8048;Zürich;ZH;+41433430852;
;;Taverna;Industriestrasse 13 b;6300;Zug;ZG;041 710 78 80;www.taverna-zug.ch
;;Taverna Catalana;Glockengasse 8;8001;Zürich;ZH;+41442211262;www.tavernacatalana.ch
;;Taverna des Med'Ze;Rue Jean-Pelletier 22;1225;Chêne-Bourg;GE;;
;;Tavernaki Kalymnos;Motorenstrasse 25;8005;Zürich;ZH;043 321 30 50;
;;Taverne;Badenerstrasse 275;8003;Zürich;ZH;+41444510467;www.taverne-da-angelo.ch
;;Taverne de la Madeleine;20, rue Toutes-Âmes;1204;Genève;GE;022 310 60 70;www.tavernedelamadeleine.ch
;;Taverne Neuchâteloise;Rue de l'Orangerie 5;2000;Neuchâtel;NE;+41327252701;www.lataverneuchateloise.ch
;;Taverne Pub Des Sports;Rue de la Charrière 73 b;2300;La Chaux-de-Fonds;NE;+41329686161;
;;Tavola;Güterstrasse 170;4053;Basel;BS;+41613612201;
;;Tavolo;Bernstrasse 52;3422;Alchenflüh;BE;+41344457182;www.tavolo.ch
;;Tavolone;Rue des Bains 41;1205;Genève;GE;022 321 12 12;www.tavolone.ch
;;Tavolone;Chemin du Château-Bloch 11;1219;Le Lignon;GE;022 940 37 17;www.tavolone.ch
;;Tawan Thai;Petite Rue 4;1304;Cossonay-Ville;VD;021 861 31 35;www.tawan-thai.ch
;;Tayta;Chemin du Reposoir 24;1007;Lausanne;VD;076 209 42 12;www.empanadas-tayta.com/
;;TBZ Technolino;Ausstellungsstrasse 70;8005;Zürich;ZH;044 446 96 16;technolino.sv-restaurant.ch
;;TC Seeblick;Talweg 110;8038;Zürich;ZH;044 482 08 77;www.tc-seeblick.ch
;;Tea-Room Rouilly;Rue des Chèzeaux 12;1424;Champagne;VD;024 436 20 81;
;;Technopark Winterthur;Technoparkstrasse 2 B;8406;Winterthur;ZH;052 203 22 02;www.tpw.ch
;;Technorama (ZFV);Technoramastrasse 1;8404;Winterthur;ZH;052 244 08 70;www.technorama.zfv.ch
;;TeigWare;Markthalle / Steinentorberg 20;4051;Basel;BS;076 490 76 37;www.teigware.ch
;;Telepizza;Freiburgstrasse 953;3174;Thörishaus;BE;031 882 05 05;www.telepizza.ch
;;Telepizza;Äussere Güterstrasse 1;6300;Zug;ZG;041 226 36 36;www.telepizza.ch
;;Telepizza;Schaffhauserstrasse 33;8180;Bülach;ZH;043 422 96 06;www.telepizza.ch
;;Telepizza;Neubrückstrasse 91;3012;Bern;BE;031 305 07 07;www.telepizza.ch
;;Telepizza;Zentralstrasse 16;6003;Luzern;LU;041 417 00 00;www.telepizza.ch
;;Telepizza;General-Guisan-Strasse 1;8400;Winterthur;ZH;;www.telepizza.ch
;;Telepizza;Schimmelstrasse 2;8003;Zürich;ZH;043 322 22 33;www.telepizza.ch
;;Telepizza;Mellingerstrasse 52;5400;Baden;AG;056 210 44 44;www.telepizza.ch
;;Telepizza;Laurenzenvorstadt 135;5000;Aarau;AG;062 789 77 77;www.telepizza.ch
;;Telepizza;Dörflistrasse 117;8050;Zürich;ZH;043 300 60 30;www.telepizza.ch
;;Tell;Spalenvorstadt 38;4051;Basel;BS;061 262 02 80;www.zumtellbasel.ch
;;Tell;Tellstrasse 1;6038;Gisikon;LU;041 450 12 61;www.gasthof-tell.ch
;;Teller 17;Langäulistrasse 17;9470;Buchs SG;SG;081 756 71 60;www.teller17.ch
;;Tellplatz 3;Tellplatz 3;4053;Basel;BS;061 500 59 02;www.tellplatz3.ch
;;Tells Hohle Gasse;Artherstrasse 38;6405;Immensee;SZ;041 850 14 29;www.tellshohlegasse.ch
;;Tenne;Furkastrasse 2;3998;Gluringen;VS;027 973 18 92;www.tenne.ch
;;Tennis;Promenade du Petit-Bois 13;1110;Morges;VD;021 801 60 35;www.restaurantdutennis.ch
;;Tennis de Vernier;Via Monnet 10;1214;Vernier;GE;+41791053944;
;;Tenniscenter Furtbach;Avisee GmbH, Furtbachstrasse 22;8107;Buchs ZH;ZH;043 411 86 86;www.tennis-buchs.ch
;;Tenniscenter Urdorf;Steinackerstrasse 20;8902;Urdorf;ZH;044 734 18 63;www.tenniscenter-urdorf.ch
;;Tennis-Chugele;Flughafenstrasse 38;2540;Grenchen;SO;+41326530683;www.tennis-chugele.ch
;;Tennissquash;Industriestrasse 42;8117;Fällanden;ZH;044 806 10 04;www.tennis-squash.ch
;;Tennissquash;Industriestrasse 40;8117;Fällanden;ZH;044 825 53 53;www.tennis-squash.ch
;;Tennisstübli;Seestrasse 11a;8280;Kreuzlingen;TG;071 672 62 92;www.tennisamsee.ch
